Transaction_ID,Date,Category,Sub_Category,Amount,Payment_Mode,Merchant,City,Income_or_Expense
T03342,2025-10-25,Shopping,Flipkart,6974,Net Banking,Flipkart,Delhi,Expense
T03343,2024-01-10,Investment,Stocks,9025,Card,Stocks,Hyderabad,Expense
T03344,2025-01-03,Shopping,Clothes,5100,Cash,Clothes,Bangalore,Expense
T03345,2025-02-21,Food,Zomato,1958,Auto Debit,Zomato,Delhi,Expense
T03346,2024-06-05,Freelance,Consulting,42385,Auto Debit,Consulting,Mumbai,Income
T03347,2024-09-03,Transport,Petrol,2230,UPI,Petrol,Chennai,Expense
T03348,2025-10-02,Food,Zomato,6514,Net Banking,Zomato,Chennai,Expense
T03349,2025-09-24,Shopping,Clothes,9760,Auto Debit,Clothes,Mumbai,Expense
T03350,2024-11-04,Salary,Bonus,31232,Card,Bonus,Hyderabad,Income
T03351,2024-03-03,Shopping,Flipkart,9081,Net Banking,Flipkart,Chennai,Expense
T03352,2024-04-02,Bills,Internet,7859,Auto Debit,Internet,Hyderabad,Expense
T03353,2025-12-13,Bills,Electricity,1038,Cash,Electricity,Bangalore,Expense
T03354,2025-12-25,Freelance,Project Payment,75894,Card,Project Payment,Chennai,Income
T03355,2024-06-05,Salary,Monthly Salary,51332,Cash,Monthly Salary,Chennai,Income
T03356,2025-12-24,Entertainment,Movie,9512,UPI,Movie,Mumbai,Expense
T03357,2024-08-21,Transport,Uber,1430,Cash,Uber,Chennai,Expense
T03358,2025-12-23,Freelance,Project Payment,59767,Card,Project Payment,Bangalore,Income
T03359,2025-05-02,Investment,Stocks,1369,Card,Stocks,Mumbai,Expense
T03360,2024-07-18,Investment,SIP,8919,UPI,SIP,Hyderabad,Expense
T03361,2024-10-06,Health,Pharmacy,1388,Card,Pharmacy,Chennai,Expense
T03362,2025-10-03,Shopping,Amazon,6526,Auto Debit,Amazon,Bangalore,Expense
T03363,2024-09-23,Bills,Electricity,2240,UPI,Electricity,Chennai,Expense
T03364,2024-02-11,Bills,Water Bill,8364,Cash,Water Bill,Mumbai,Expense
T03365,2025-07-19,Salary,Monthly Salary,38378,Cash,Monthly Salary,Chennai,Income
T03366,2025-05-14,Salary,Bonus,15536,UPI,Bonus,Delhi,Income
T03367,2024-03-21,Freelance,Consulting,32359,Net Banking,Consulting,Mumbai,Income
T03368,2024-09-24,Health,Medical,8013,Card,Medical,Mumbai,Expense
T03369,2024-05-16,Salary,Monthly Salary,66814,Net Banking,Monthly Salary,Chennai,Income
T03370,2024-05-31,Salary,Monthly Salary,16236,Net Banking,Monthly Salary,Hyderabad,Income
T03371,2025-04-14,Food,Restaurant,6219,Cash,Restaurant,Bangalore,Expense
T03372,2025-04-24,Entertainment,OTT Subscription,3659,UPI,OTT Subscription,Mumbai,Expense
T03373,2024-04-18,Food,Zomato,484,Auto Debit,Zomato,Mumbai,Expense
T03374,2025-07-22,Health,Medical,997,Card,Medical,Chennai,Expense
T03375,2024-05-28,Entertainment,Movie,8631,Cash,Movie,Mumbai,Expense
T03376,2024-05-12,Health,Medical,4385,Cash,Medical,Delhi,Expense
T03377,2025-10-27,Freelance,Project Payment,49851,Net Banking,Project Payment,Bangalore,Income
T03378,2024-07-19,Bills,Internet,1462,Cash,Internet,Bangalore,Expense
T03379,2025-07-17,Salary,Bonus,40685,UPI,Bonus,Bangalore,Income
T03380,2024-02-22,Investment,Stocks,5091,Card,Stocks,Mumbai,Expense
T03381,2025-12-20,Salary,Monthly Salary,14437,UPI,Monthly Salary,Hyderabad,Income
T03382,2024-08-28,Bills,Internet,2774,Net Banking,Internet,Hyderabad,Expense
T03383,2025-03-14,Entertainment,OTT Subscription,3147,Auto Debit,OTT Subscription,Delhi,Expense
T03384,2024-09-28,Transport,Petrol,9860,Card,Petrol,Hyderabad,Expense
T03385,2025-05-26,Health,Medical,4551,Net Banking,Medical,Chennai,Expense
T03386,2025-02-12,Freelance,Project Payment,15574,Net Banking,Project Payment,Chennai,Income
T03387,2024-10-24,Shopping,Clothes,266,UPI,Clothes,Delhi,Expense
T03388,2024-07-20,Bills,Internet,5173,Net Banking,Internet,Hyderabad,Expense
T03389,2025-05-09,Entertainment,Movie,9660,UPI,Movie,Bangalore,Expense
T03390,2025-12-07,Entertainment,OTT Subscription,246,Card,OTT Subscription,Mumbai,Expense
T03391,2024-12-04,Freelance,Consulting,23919,Cash,Consulting,Chennai,Income
T03392,2024-12-21,Shopping,Flipkart,9227,Card,Flipkart,Bangalore,Expense
T03393,2024-10-17,Health,Medical,535,UPI,Medical,Hyderabad,Expense
T03394,2024-11-30,Freelance,Project Payment,45559,UPI,Project Payment,Delhi,Income
T03395,2024-10-15,Food,Restaurant,2002,Cash,Restaurant,Chennai,Expense
T03396,2025-09-18,Investment,SIP,2737,UPI,SIP,Mumbai,Expense
T03397,2025-04-09,Freelance,Consulting,20323,Auto Debit,Consulting,Delhi,Income
T03398,2025-04-02,Shopping,Flipkart,1021,Auto Debit,Flipkart,Delhi,Expense
T03399,2025-12-20,Freelance,Consulting,77333,Net Banking,Consulting,Hyderabad,Income
T03400,2024-10-20,Shopping,Flipkart,4310,Card,Flipkart,Delhi,Expense
T03401,2024-09-30,Shopping,Flipkart,8368,Cash,Flipkart,Chennai,Expense
T03402,2024-03-31,Entertainment,Movie,8103,Auto Debit,Movie,Chennai,Expense
T03403,2025-02-20,Freelance,Consulting,71425,UPI,Consulting,Delhi,Income
T03404,2025-08-01,Entertainment,OTT Subscription,2220,Card,OTT Subscription,Hyderabad,Expense
T03405,2024-02-06,Shopping,Clothes,4213,UPI,Clothes,Chennai,Expense
T03406,2025-10-07,Health,Pharmacy,7188,Card,Pharmacy,Mumbai,Expense
T03407,2025-05-07,Food,Restaurant,1003,Cash,Restaurant,Mumbai,Expense
T03408,2024-10-05,Freelance,Project Payment,58699,Auto Debit,Project Payment,Delhi,Income
T03409,2025-11-13,Shopping,Amazon,9283,UPI,Amazon,Chennai,Expense
T03410,2024-05-28,Transport,Uber,5135,Net Banking,Uber,Delhi,Expense
T03411,2024-09-30,Shopping,Flipkart,1160,Net Banking,Flipkart,Bangalore,Expense
T03412,2025-11-03,Food,Restaurant,4353,Net Banking,Restaurant,Bangalore,Expense
T03413,2024-11-19,Entertainment,OTT Subscription,4855,Cash,OTT Subscription,Chennai,Expense
T03414,2025-06-01,Transport,Uber,9962,Card,Uber,Mumbai,Expense
T03415,2025-08-30,Health,Pharmacy,2500,Card,Pharmacy,Chennai,Expense
T03416,2024-04-27,Health,Medical,968,Cash,Medical,Chennai,Expense
T03417,2025-12-06,Shopping,Amazon,2009,Auto Debit,Amazon,Mumbai,Expense
T03418,2025-11-02,Salary,Bonus,40919,Card,Bonus,Mumbai,Income
T03419,2024-10-26,Investment,Stocks,5226,UPI,Stocks,Hyderabad,Expense
T03420,2025-12-22,Freelance,Project Payment,79753,Auto Debit,Project Payment,Chennai,Income
T03421,2025-06-29,Investment,Stocks,7461,UPI,Stocks,Delhi,Expense
T03422,2024-02-23,Salary,Bonus,45532,Card,Bonus,Hyderabad,Income
T03423,2025-04-06,Shopping,Amazon,3720,Net Banking,Amazon,Chennai,Expense
T03424,2024-07-04,Investment,Stocks,6343,Net Banking,Stocks,Delhi,Expense
T03425,2024-03-03,Shopping,Clothes,1496,Auto Debit,Clothes,Bangalore,Expense
T03426,2025-02-27,Salary,Monthly Salary,59930,Cash,Monthly Salary,Delhi,Income
T03427,2024-03-14,Salary,Monthly Salary,68310,Card,Monthly Salary,Delhi,Income
T03428,2024-02-27,Investment,Stocks,6009,Card,Stocks,Delhi,Expense
T03429,2025-03-20,Food,Zomato,7540,UPI,Zomato,Delhi,Expense
T03430,2025-09-07,Food,Restaurant,7634,Auto Debit,Restaurant,Mumbai,Expense
T03431,2024-08-19,Transport,Uber,863,UPI,Uber,Hyderabad,Expense
T03432,2025-02-15,Health,Pharmacy,6968,Cash,Pharmacy,Mumbai,Expense
T03433,2024-11-01,Investment,Stocks,5450,Auto Debit,Stocks,Delhi,Expense
T03434,2024-02-10,Entertainment,Movie,8184,Net Banking,Movie,Delhi,Expense
T03435,2025-05-17,Health,Pharmacy,7277,Net Banking,Pharmacy,Hyderabad,Expense
T03436,2025-09-01,Food,Restaurant,2721,Card,Restaurant,Chennai,Expense
T03437,2024-05-31,Transport,Uber,8622,Cash,Uber,Bangalore,Expense
T03438,2025-06-02,Investment,SIP,8691,Cash,SIP,Hyderabad,Expense
T03439,2025-11-03,Investment,SIP,2513,Auto Debit,SIP,Hyderabad,Expense
T03440,2024-02-11,Transport,Uber,2299,Auto Debit,Uber,Delhi,Expense
T03441,2025-01-28,Shopping,Clothes,3907,UPI,Clothes,Chennai,Expense
T03442,2024-10-27,Investment,Stocks,900,UPI,Stocks,Delhi,Expense
T03443,2024-01-01,Bills,Water Bill,5231,UPI,Water Bill,Hyderabad,Expense
T03444,2025-10-13,Shopping,Clothes,3768,UPI,Clothes,Chennai,Expense
T03445,2024-10-22,Entertainment,OTT Subscription,8117,UPI,OTT Subscription,Hyderabad,Expense
T03446,2025-04-13,Salary,Monthly Salary,68242,UPI,Monthly Salary,Mumbai,Income
T03447,2025-12-03,Shopping,Flipkart,6588,Card,Flipkart,Hyderabad,Expense
T03448,2025-01-14,Freelance,Consulting,74035,UPI,Consulting,Chennai,Income
T03449,2024-10-15,Food,Zomato,1895,Card,Zomato,Bangalore,Expense
T03450,2025-05-30,Food,Swiggy,5494,Auto Debit,Swiggy,Delhi,Expense
T03451,2025-09-11,Salary,Bonus,73949,UPI,Bonus,Mumbai,Income
T03452,2025-05-14,Entertainment,Movie,5851,Cash,Movie,Delhi,Expense
T03453,2024-01-05,Entertainment,Movie,1801,Cash,Movie,Mumbai,Expense
T03454,2024-02-14,Salary,Monthly Salary,36078,UPI,Monthly Salary,Delhi,Income
T03455,2024-10-23,Shopping,Flipkart,602,Auto Debit,Flipkart,Bangalore,Expense
T03456,2024-06-08,Freelance,Project Payment,22711,Card,Project Payment,Delhi,Income
T03457,2025-11-24,Shopping,Clothes,8245,Net Banking,Clothes,Hyderabad,Expense
T03458,2025-07-28,Transport,Metro,7812,Net Banking,Metro,Bangalore,Expense
T03459,2024-01-28,Food,Swiggy,7884,Auto Debit,Swiggy,Hyderabad,Expense
T03460,2024-05-28,Salary,Bonus,47210,UPI,Bonus,Hyderabad,Income
T03461,2025-09-03,Food,Swiggy,6452,Net Banking,Swiggy,Hyderabad,Expense
T03462,2025-02-12,Health,Pharmacy,9729,Cash,Pharmacy,Delhi,Expense
T03463,2024-07-24,Transport,Metro,1380,Cash,Metro,Hyderabad,Expense
T03464,2024-02-02,Freelance,Project Payment,17894,Net Banking,Project Payment,Bangalore,Income
T03465,2024-04-05,Shopping,Flipkart,3037,Cash,Flipkart,Bangalore,Expense
T03466,2025-05-26,Bills,Electricity,3656,Net Banking,Electricity,Chennai,Expense
T03467,2025-12-31,Shopping,Flipkart,5547,Net Banking,Flipkart,Bangalore,Expense
T03468,2024-10-05,Shopping,Flipkart,9519,Cash,Flipkart,Delhi,Expense
T03469,2024-12-20,Entertainment,OTT Subscription,7107,Card,OTT Subscription,Bangalore,Expense
T03470,2024-05-19,Transport,Uber,4431,Cash,Uber,Hyderabad,Expense
T03471,2024-07-29,Entertainment,Movie,2624,Card,Movie,Delhi,Expense
T03472,2025-03-16,Investment,Stocks,1334,Card,Stocks,Hyderabad,Expense
T03473,2024-06-11,Bills,Water Bill,5981,UPI,Water Bill,Mumbai,Expense
T03474,2024-07-06,Bills,Electricity,7884,UPI,Electricity,Bangalore,Expense
T03475,2025-04-22,Entertainment,OTT Subscription,7615,Card,OTT Subscription,Delhi,Expense
T03476,2024-12-20,Transport,Petrol,6369,Card,Petrol,Delhi,Expense
T03477,2025-06-26,Transport,Petrol,1281,UPI,Petrol,Delhi,Expense
T03478,2024-07-13,Shopping,Flipkart,684,Net Banking,Flipkart,Mumbai,Expense
T03479,2025-02-22,Transport,Uber,5425,Net Banking,Uber,Hyderabad,Expense
T03480,2024-12-19,Entertainment,OTT Subscription,7212,Card,OTT Subscription,Hyderabad,Expense
T03481,2025-10-31,Freelance,Project Payment,15192,Net Banking,Project Payment,Hyderabad,Income
T03482,2024-02-13,Shopping,Clothes,8032,Card,Clothes,Mumbai,Expense
T03483,2025-10-11,Bills,Internet,5536,Net Banking,Internet,Bangalore,Expense
T03484,2025-03-25,Shopping,Flipkart,6451,UPI,Flipkart,Hyderabad,Expense
T03485,2024-01-01,Freelance,Consulting,79318,Auto Debit,Consulting,Chennai,Income
T03486,2025-12-01,Investment,Stocks,1298,Auto Debit,Stocks,Mumbai,Expense
T03487,2025-12-10,Bills,Internet,9110,Card,Internet,Bangalore,Expense
T03488,2025-03-27,Bills,Electricity,394,UPI,Electricity,Bangalore,Expense
T03489,2024-03-11,Health,Medical,8589,Net Banking,Medical,Bangalore,Expense
T03490,2024-04-22,Transport,Uber,402,Cash,Uber,Bangalore,Expense
T03491,2025-09-19,Entertainment,OTT Subscription,6024,Card,OTT Subscription,Chennai,Expense
T03492,2025-11-22,Food,Zomato,1016,Card,Zomato,Hyderabad,Expense
T03493,2024-07-15,Food,Zomato,584,UPI,Zomato,Delhi,Expense
T03494,2025-02-25,Salary,Monthly Salary,35639,Card,Monthly Salary,Mumbai,Income
T03495,2024-12-29,Investment,Stocks,6002,UPI,Stocks,Bangalore,Expense
T03496,2024-03-29,Entertainment,Movie,1571,UPI,Movie,Bangalore,Expense
T03497,2025-12-01,Health,Medical,7685,Cash,Medical,Bangalore,Expense
T03498,2025-10-15,Freelance,Consulting,43869,UPI,Consulting,Chennai,Income
T03499,2025-09-25,Transport,Metro,1070,UPI,Metro,Hyderabad,Expense
T03500,2025-09-11,Investment,SIP,3230,Cash,SIP,Delhi,Expense
T03501,2024-02-03,Food,Zomato,7263,Auto Debit,Zomato,Bangalore,Expense
T03502,2024-10-17,Investment,Stocks,3608,Auto Debit,Stocks,Hyderabad,Expense
T03503,2024-02-04,Health,Medical,7406,Card,Medical,Delhi,Expense
T03504,2025-03-31,Salary,Monthly Salary,55910,Auto Debit,Monthly Salary,Mumbai,Income
T03505,2024-02-24,Entertainment,Movie,795,Cash,Movie,Chennai,Expense
T03506,2024-01-23,Food,Zomato,7533,Card,Zomato,Hyderabad,Expense
T03507,2024-09-27,Investment,Stocks,2072,UPI,Stocks,Hyderabad,Expense
T03508,2025-04-20,Shopping,Amazon,871,UPI,Amazon,Bangalore,Expense
T03509,2024-08-05,Salary,Monthly Salary,63422,Card,Monthly Salary,Hyderabad,Income
T03510,2025-02-05,Bills,Electricity,3753,Auto Debit,Electricity,Mumbai,Expense
T03511,2024-01-19,Salary,Monthly Salary,37685,Auto Debit,Monthly Salary,Hyderabad,Income
T03512,2025-05-02,Health,Pharmacy,4657,Cash,Pharmacy,Mumbai,Expense
T03513,2025-04-18,Health,Medical,5961,UPI,Medical,Hyderabad,Expense
T03514,2024-10-11,Investment,Stocks,7919,Cash,Stocks,Chennai,Expense
T03515,2025-07-12,Entertainment,OTT Subscription,6370,Card,OTT Subscription,Bangalore,Expense
T03516,2024-07-31,Food,Restaurant,1257,Net Banking,Restaurant,Chennai,Expense
T03517,2025-05-12,Salary,Monthly Salary,74848,Cash,Monthly Salary,Mumbai,Income
T03518,2025-03-16,Food,Zomato,4292,Net Banking,Zomato,Chennai,Expense
T03519,2024-05-05,Health,Pharmacy,8207,Net Banking,Pharmacy,Delhi,Expense
T03520,2024-10-26,Shopping,Amazon,7277,Net Banking,Amazon,Hyderabad,Expense
T03521,2025-03-05,Food,Zomato,7409,Cash,Zomato,Hyderabad,Expense
T03522,2024-03-23,Bills,Internet,1890,UPI,Internet,Delhi,Expense
T03523,2025-03-06,Bills,Water Bill,9991,UPI,Water Bill,Chennai,Expense
T03524,2024-09-25,Salary,Bonus,40885,UPI,Bonus,Chennai,Income
T03525,2025-10-06,Transport,Uber,7454,UPI,Uber,Mumbai,Expense
T03526,2024-02-28,Health,Medical,4853,Net Banking,Medical,Delhi,Expense
T03527,2024-01-06,Bills,Water Bill,3910,Auto Debit,Water Bill,Delhi,Expense
T03528,2025-09-16,Salary,Bonus,66699,Auto Debit,Bonus,Bangalore,Income
T03529,2025-05-30,Shopping,Flipkart,3517,UPI,Flipkart,Mumbai,Expense
T03530,2024-10-29,Health,Pharmacy,7370,UPI,Pharmacy,Hyderabad,Expense
T03531,2024-06-08,Freelance,Consulting,69946,Card,Consulting,Delhi,Income
T03532,2025-12-18,Food,Swiggy,717,Card,Swiggy,Delhi,Expense
T03533,2024-01-22,Salary,Bonus,66120,Card,Bonus,Chennai,Income
T03534,2025-04-10,Freelance,Consulting,48705,Cash,Consulting,Mumbai,Income
T03535,2024-07-18,Salary,Bonus,60043,Card,Bonus,Chennai,Income
T03536,2025-09-08,Transport,Petrol,6543,Cash,Petrol,Chennai,Expense
T03537,2025-03-03,Freelance,Project Payment,75737,Cash,Project Payment,Chennai,Income
T03538,2024-06-14,Freelance,Consulting,72442,Auto Debit,Consulting,Bangalore,Income
T03539,2024-08-13,Shopping,Amazon,546,Auto Debit,Amazon,Bangalore,Expense
T03540,2024-11-08,Investment,SIP,7082,Net Banking,SIP,Chennai,Expense
T03541,2025-03-21,Transport,Uber,7972,Net Banking,Uber,Mumbai,Expense
T03542,2025-12-29,Freelance,Consulting,34231,Cash,Consulting,Bangalore,Income
T03543,2024-04-10,Freelance,Project Payment,75759,Auto Debit,Project Payment,Mumbai,Income
T03544,2025-01-21,Salary,Monthly Salary,45201,Cash,Monthly Salary,Chennai,Income
T03545,2024-02-12,Salary,Monthly Salary,46317,UPI,Monthly Salary,Chennai,Income
T03546,2024-10-09,Bills,Water Bill,9506,Auto Debit,Water Bill,Chennai,Expense
T03547,2025-07-17,Entertainment,OTT Subscription,1200,Net Banking,OTT Subscription,Chennai,Expense
T03548,2025-11-08,Transport,Metro,908,Auto Debit,Metro,Chennai,Expense
T03549,2025-10-24,Investment,SIP,9032,UPI,SIP,Chennai,Expense
T03550,2024-03-28,Health,Pharmacy,8681,UPI,Pharmacy,Delhi,Expense
T03551,2025-02-21,Transport,Uber,5051,UPI,Uber,Chennai,Expense
T03552,2025-12-30,Shopping,Clothes,1312,Cash,Clothes,Delhi,Expense
T03553,2024-09-20,Bills,Internet,116,Auto Debit,Internet,Chennai,Expense
T03554,2025-09-06,Shopping,Flipkart,7944,Net Banking,Flipkart,Bangalore,Expense
T03555,2024-02-17,Investment,SIP,9392,Auto Debit,SIP,Hyderabad,Expense
T03556,2025-03-30,Entertainment,Movie,7805,Net Banking,Movie,Delhi,Expense
T03557,2025-06-06,Bills,Electricity,2548,Cash,Electricity,Mumbai,Expense
T03558,2025-02-16,Transport,Metro,8753,Cash,Metro,Hyderabad,Expense
T03559,2025-07-27,Bills,Electricity,779,UPI,Electricity,Mumbai,Expense
T03560,2025-10-06,Freelance,Consulting,42853,Auto Debit,Consulting,Hyderabad,Income
T03561,2024-08-11,Shopping,Flipkart,2210,Net Banking,Flipkart,Mumbai,Expense
T03562,2025-09-13,Transport,Uber,7288,Cash,Uber,Chennai,Expense
T03563,2025-03-07,Transport,Metro,7844,Card,Metro,Mumbai,Expense
T03564,2025-06-16,Shopping,Clothes,822,Cash,Clothes,Hyderabad,Expense
T03565,2025-10-14,Transport,Petrol,7413,Net Banking,Petrol,Chennai,Expense
T03566,2024-03-18,Freelance,Project Payment,26337,Auto Debit,Project Payment,Bangalore,Income
T03567,2024-09-26,Investment,Stocks,1051,Auto Debit,Stocks,Chennai,Expense
T03568,2025-10-03,Freelance,Project Payment,40634,Cash,Project Payment,Bangalore,Income
T03569,2024-11-23,Shopping,Clothes,2398,UPI,Clothes,Bangalore,Expense
T03570,2025-08-19,Shopping,Clothes,2652,Auto Debit,Clothes,Delhi,Expense
T03571,2024-06-02,Bills,Electricity,8108,Net Banking,Electricity,Hyderabad,Expense
T03572,2024-10-18,Investment,Stocks,5616,Cash,Stocks,Hyderabad,Expense
T03573,2024-04-28,Entertainment,OTT Subscription,505,Card,OTT Subscription,Bangalore,Expense
T03574,2024-04-07,Investment,SIP,2232,Net Banking,SIP,Bangalore,Expense
T03575,2024-01-17,Salary,Bonus,27174,Auto Debit,Bonus,Bangalore,Income
T03576,2024-11-18,Investment,Stocks,481,Card,Stocks,Hyderabad,Expense
T03577,2025-02-18,Shopping,Clothes,6528,Cash,Clothes,Mumbai,Expense
T03578,2024-12-12,Freelance,Consulting,13837,Card,Consulting,Mumbai,Income
T03579,2025-02-26,Salary,Monthly Salary,24717,Cash,Monthly Salary,Chennai,Income
T03580,2024-06-26,Shopping,Amazon,4016,Cash,Amazon,Hyderabad,Expense
T03581,2025-04-29,Bills,Internet,5687,Card,Internet,Mumbai,Expense
T03582,2025-11-01,Entertainment,Movie,4939,Cash,Movie,Chennai,Expense
T03583,2024-07-08,Investment,Stocks,7856,Auto Debit,Stocks,Delhi,Expense
T03584,2024-06-22,Health,Medical,8297,UPI,Medical,Mumbai,Expense
T03585,2025-11-29,Shopping,Amazon,6523,Auto Debit,Amazon,Chennai,Expense
T03586,2025-03-06,Investment,SIP,7999,Auto Debit,SIP,Hyderabad,Expense
T03587,2024-12-20,Investment,Stocks,9473,Cash,Stocks,Mumbai,Expense
T03588,2024-12-17,Freelance,Consulting,55214,Auto Debit,Consulting,Delhi,Income
T03589,2025-02-11,Entertainment,Movie,2876,Cash,Movie,Bangalore,Expense
T03590,2024-09-04,Salary,Bonus,32229,Card,Bonus,Delhi,Income
T03591,2024-01-20,Transport,Petrol,8809,UPI,Petrol,Chennai,Expense
T03592,2024-03-31,Salary,Bonus,26532,Auto Debit,Bonus,Hyderabad,Income
T03593,2025-06-14,Transport,Uber,2048,Auto Debit,Uber,Hyderabad,Expense
T03594,2025-11-08,Transport,Uber,200,Net Banking,Uber,Delhi,Expense
T03595,2025-08-07,Health,Pharmacy,8925,UPI,Pharmacy,Bangalore,Expense
T03596,2024-11-04,Health,Pharmacy,7685,UPI,Pharmacy,Mumbai,Expense
T03597,2025-11-21,Transport,Metro,6385,Card,Metro,Mumbai,Expense
T03598,2024-08-05,Bills,Internet,1914,UPI,Internet,Mumbai,Expense
T03599,2024-08-22,Health,Pharmacy,8496,Card,Pharmacy,Chennai,Expense
T03600,2024-11-14,Shopping,Amazon,1893,Net Banking,Amazon,Delhi,Expense
T03601,2025-11-15,Food,Groceries,7761,Auto Debit,Groceries,Delhi,Expense
T03602,2025-02-03,Transport,Uber,120,Auto Debit,Uber,Mumbai,Expense
T03603,2024-11-23,Salary,Bonus,77259,Cash,Bonus,Chennai,Income
T03604,2024-10-30,Investment,Stocks,9054,UPI,Stocks,Delhi,Expense
T03605,2024-01-19,Shopping,Amazon,7518,UPI,Amazon,Delhi,Expense
T03606,2025-01-17,Bills,Electricity,4424,Card,Electricity,Hyderabad,Expense
T03607,2025-12-16,Investment,Stocks,2900,Card,Stocks,Mumbai,Expense
T03608,2024-01-29,Freelance,Consulting,53510,Cash,Consulting,Mumbai,Income
T03609,2024-01-09,Transport,Uber,4629,Card,Uber,Chennai,Expense
T03610,2025-11-28,Investment,Stocks,9304,Auto Debit,Stocks,Chennai,Expense
T03611,2024-08-26,Health,Medical,6445,UPI,Medical,Bangalore,Expense
T03612,2025-06-30,Shopping,Clothes,711,UPI,Clothes,Chennai,Expense
T03613,2024-06-22,Entertainment,OTT Subscription,7204,Net Banking,OTT Subscription,Hyderabad,Expense
T03614,2024-09-18,Salary,Monthly Salary,72345,Card,Monthly Salary,Hyderabad,Income
T03615,2024-09-18,Bills,Water Bill,8397,Cash,Water Bill,Hyderabad,Expense
T03616,2025-05-17,Bills,Water Bill,1089,Net Banking,Water Bill,Chennai,Expense
T03617,2025-02-13,Health,Pharmacy,9638,Cash,Pharmacy,Bangalore,Expense
T03618,2025-06-15,Salary,Monthly Salary,28782,Cash,Monthly Salary,Mumbai,Income
T03619,2025-01-15,Investment,SIP,1289,Cash,SIP,Hyderabad,Expense
T03620,2025-05-05,Transport,Metro,1643,Net Banking,Metro,Mumbai,Expense
T03621,2024-07-25,Health,Medical,4079,Cash,Medical,Delhi,Expense
T03622,2025-06-21,Shopping,Clothes,8919,Card,Clothes,Hyderabad,Expense
T03623,2025-06-28,Transport,Metro,2958,Card,Metro,Chennai,Expense
T03624,2025-06-21,Transport,Uber,2328,Net Banking,Uber,Hyderabad,Expense
T03625,2025-08-20,Health,Medical,8349,UPI,Medical,Delhi,Expense
T03626,2025-12-17,Shopping,Clothes,3535,Cash,Clothes,Bangalore,Expense
T03627,2024-06-25,Salary,Bonus,46262,Card,Bonus,Hyderabad,Income
T03628,2024-05-27,Bills,Electricity,4895,Net Banking,Electricity,Delhi,Expense
T03629,2025-05-13,Freelance,Consulting,18217,Cash,Consulting,Chennai,Income
T03630,2025-02-06,Investment,SIP,5715,Card,SIP,Mumbai,Expense
T03631,2025-02-12,Bills,Internet,4721,Cash,Internet,Hyderabad,Expense
T03632,2025-03-19,Salary,Monthly Salary,68039,Net Banking,Monthly Salary,Hyderabad,Income
T03633,2024-03-06,Bills,Internet,9972,Cash,Internet,Mumbai,Expense
T03634,2024-09-07,Food,Zomato,3911,Auto Debit,Zomato,Bangalore,Expense
T03635,2025-06-05,Food,Groceries,9470,Cash,Groceries,Mumbai,Expense
T03636,2025-01-07,Transport,Uber,728,UPI,Uber,Mumbai,Expense
T03637,2024-12-30,Investment,Stocks,8874,Cash,Stocks,Chennai,Expense
T03638,2024-06-29,Bills,Water Bill,9332,Net Banking,Water Bill,Delhi,Expense
T03639,2024-07-03,Investment,SIP,6881,Net Banking,SIP,Delhi,Expense
T03640,2024-04-02,Investment,Stocks,278,Card,Stocks,Bangalore,Expense
T03641,2024-12-12,Transport,Metro,9058,UPI,Metro,Hyderabad,Expense
T03642,2024-01-30,Shopping,Amazon,7642,UPI,Amazon,Mumbai,Expense
T03643,2025-11-09,Health,Pharmacy,4616,Cash,Pharmacy,Delhi,Expense
T03644,2024-07-03,Investment,Stocks,910,Cash,Stocks,Hyderabad,Expense
T03645,2024-12-07,Entertainment,OTT Subscription,3150,UPI,OTT Subscription,Hyderabad,Expense
T03646,2025-01-21,Investment,SIP,7182,UPI,SIP,Bangalore,Expense
T03647,2024-02-26,Investment,SIP,1041,Cash,SIP,Hyderabad,Expense
T03648,2024-10-27,Investment,SIP,3085,UPI,SIP,Bangalore,Expense
T03649,2025-11-21,Investment,SIP,2493,Net Banking,SIP,Mumbai,Expense
T03650,2024-11-24,Bills,Internet,2366,Net Banking,Internet,Mumbai,Expense
T03651,2024-03-25,Food,Groceries,4450,Cash,Groceries,Mumbai,Expense
T03652,2025-01-10,Freelance,Project Payment,33294,Card,Project Payment,Hyderabad,Income
T03653,2025-10-10,Entertainment,Movie,5187,Net Banking,Movie,Bangalore,Expense
T03654,2024-02-18,Transport,Metro,2359,Auto Debit,Metro,Chennai,Expense
T03655,2025-06-21,Bills,Electricity,5129,UPI,Electricity,Hyderabad,Expense
T03656,2024-11-14,Bills,Electricity,3488,Card,Electricity,Bangalore,Expense
T03657,2024-03-27,Bills,Internet,4489,Net Banking,Internet,Delhi,Expense
T03658,2024-08-25,Transport,Metro,4025,Card,Metro,Bangalore,Expense
T03659,2024-02-05,Health,Medical,3635,Card,Medical,Chennai,Expense
T03660,2025-03-10,Salary,Bonus,54880,Cash,Bonus,Bangalore,Income
T03661,2025-02-28,Health,Medical,450,Net Banking,Medical,Bangalore,Expense
T03662,2024-03-21,Food,Swiggy,9653,Cash,Swiggy,Chennai,Expense
T03663,2025-03-24,Shopping,Clothes,7192,Net Banking,Clothes,Delhi,Expense
T03664,2024-09-22,Shopping,Clothes,6425,Card,Clothes,Chennai,Expense
T03665,2025-05-13,Salary,Monthly Salary,61287,Auto Debit,Monthly Salary,Chennai,Income
